id_prodi,kode_prodi,tahun,daya_tampung,peminat,diterima,keketatan
191063,11913063,2025,25,75,25,33.33%
191064,11913064,2023,10,88,10,11.36%
191064,11913064,2024,13,80,13,16.25%
191064,11913064,2025,13,91,13,14.29%
191065,11913065,2023,10,44,10,22.73%
191065,11913065,2024,10,33,10,30.3%
191065,11913065,2025,12,38,12,31.58%
191066,11913066,2023,10,40,10,25%
191066,11913066,2024,15,58,15,25.86%
191066,11913066,2025,10,48,10,20.83%
191067,11913067,2023,12,11,8,109.09%
191067,11913067,2024,12,17,12,70.59%
191067,11913067,2025,12,21,12,57.14%
191068,11913068,2023,12,9,6,133.33%
191068,11913068,2024,12,11,9,109.09%
191068,11913068,2025,12,8,4,150%
191069,11913069,2023,20,114,20,17.54%
191069,11913069,2024,25,138,25,18.12%
191069,11913069,2025,28,120,28,23.33%
191070,11913070,2023,16,76,16,21.05%
191070,11913070,2024,20,102,20,19.61%
191070,11913070,2025,25,91,25,27.47%
191071,11913071,2023,12,12,9,100%
191071,11913071,2024,12,11,11,109.09%
191071,11913071,2025,9,22,9,40.91%
191072,11913072,2023,10,27,10,37.04%
191072,11913072,2024,13,31,13,41.94%
191072,11913072,2025,13,33,13,39.39%
191073,11913073,2023,42,92,20,45.65%
191073,11913073,2024,25,69,25,36.23%
191073,11913073,2025,28,80,28,35%
191079,11913079,2024,25,1,1,2500%
191079,11913079,2025,28,2,1,1400%
191080,11913080,2024,25,4,3,625%
191080,11913080,2025,28,8,5,350%
172001,11721001,2021,18,95,18,18.95%
172001,11721001,2022,18,94,18,19.15%
172001,11721001,2023,36,137,36,26.28%
172001,11721001,2024,72,133,72,54.14%
172001,11721001,2025,48,129,48,37.21%
172002,11721002,2021,18,131,18,13.74%
172002,11721002,2022,18,126,18,14.29%
172002,11721002,2023,36,125,36,28.8%
172002,11721002,2024,72,165,72,43.64%
172002,11721002,2025,72,198,72,36.36%
172004,11721004,2021,28,41,19,68.29%
172004,11721004,2022,28,23,17,121.74%
172004,11721004,2023,42,32,20,131.25%
172004,11721004,2024,56,21,12,266.67%
172004,11721004,2025,36,28,20,128.57%
172005,11721005,2021,22,53,12,41.51%
172005,11721005,2022,24,91,24,26.37%
172005,11721005,2023,42,68,42,61.76%
172005,11721005,2024,56,59,39,94.92%
172005,11721005,2025,48,70,48,68.57%
172006,11721006,2021,18,36,8,50%
172006,11721006,2022,18,35,18,51.43%
172006,11721006,2023,36,35,25,102.86%
172006,11721006,2024,60,37,24,162.16%
172006,11721006,2025,72,57,36,126.32%
172007,11721007,2021,18,38,10,47.37%
172007,11721007,2022,18,30,18,60%
172007,11721007,2023,36,39,26,92.31%
172007,11721007,2024,66,59,36,111.86%
172007,11721007,2025,72,48,34,150%
172027,11721027,2021,30,160,30,18.75%
172027,11721027,2022,42,149,42,28.19%
172027,11721027,2023,63,162,63,38.89%
172027,11721027,2024,84,148,84,56.76%
172027,11721027,2025,84,115,83,73.04%
172028,11721028,2021,14,152,14,9.21%
172028,11721028,2022,16,123,16,13.01%
172028,11721028,2023,27,133,27,20.3%
172028,11721028,2024,80,174,80,45.98%
172028,11721028,2025,84,161,84,52.17%
172029,11721029,2021,30,420,30,7.14%
172029,11721029,2022,42,425,42,9.88%
172029,11721029,2023,63,475,63,13.26%
172029,11721029,2024,96,523,96,18.36%
172029,11721029,2025,108,413,108,26.15%
116001,11161001,2021,32,15,13,213.33%
116001,11161001,2022,32,24,21,133.33%
116001,11161001,2023,42,17,14,247.06%
116001,11161001,2024,40,24,17,166.67%
116001,11161001,2025,20,17,14,117.65%
116002,11161002,2021,21,50,21,42%
116002,11161002,2022,21,56,26,37.5%
116002,11161002,2023,70,99,70,70.71%
116002,11161002,2024,52,79,52,65.82%
116002,11161002,2025,60,90,60,66.67%
116003,11161003,2021,36,42,36,85.71%
116003,11161003,2022,36,45,38,80%
116003,11161003,2023,50,65,50,76.92%
116003,11161003,2024,52,41,34,126.83%
116003,11161003,2025,60,58,50,103.45%
116004,11161004,2021,27,33,27,81.82%
116004,11161004,2022,27,34,25,79.41%
116004,11161004,2023,50,38,25,131.58%
116004,11161004,2024,40,47,31,85.11%
116004,11161004,2025,50,57,37,87.72%
116005,11161005,2021,9,18,9,50%
116005,11161005,2022,15,35,15,42.86%
116005,11161005,2023,24,25,20,96%
116005,11161005,2024,28,27,20,103.7%
116005,11161005,2025,10,22,10,45.45%
116006,11161006,2021,9,10,6,90%
116006,11161006,2022,9,8,6,112.5%
116006,11161006,2023,12,11,10,109.09%
116006,11161006,2024,16,7,4,228.57%
116006,11161006,2025,10,10,5,100%
116007,11161007,2021,27,85,27,31.76%
116007,11161007,2022,27,129,34,20.93%
116007,11161007,2023,60,117,60,51.28%
116007,11161007,2024,72,172,72,41.86%
116007,11161007,2025,80,186,80,43.01%
116008,11161008,2021,36,92,36,39.13%
116008,11161008,2022,41,94,47,43.62%
116008,11161008,2023,70,145,70,48.28%
116008,11161008,2024,82,139,82,58.99%
116008,11161008,2025,94,152,94,61.84%
116009,11161009,2021,21,88,21,23.86%
116009,11161009,2022,24,115,32,20.87%
116009,11161009,2023,70,181,70,38.67%
116009,11161009,2024,68,195,68,34.87%
116009,11161009,2025,80,281,80,28.47%
116010,11161010,2021,32,85,32,37.65%
116010,11161010,2022,36,112,43,32.14%
116010,11161010,2023,56,133,56,42.11%
116010,11161010,2024,68,124,68,54.84%
116010,11161010,2025,70,133,70,52.63%
116013,11161013,2021,21,47,21,44.68%
116013,11161013,2022,27,90,33,30%
116013,11161013,2023,56,92,56,60.87%
116013,11161013,2024,68,106,68,64.15%
116013,11161013,2025,80,114,80,70.18%
116014,11161014,2021,32,20,12,160%
116014,11161014,2022,32,31,23,103.23%
116014,11161014,2023,42,15,10,280%
116014,11161014,2024,54,17,10,317.65%
116014,11161014,2025,14,22,13,63.64%
116015,11161015,2021,42,88,42,47.73%
116015,11161015,2022,42,101,46,41.58%
116015,11161015,2023,70,107,70,65.42%
116015,11161015,2024,76,114,76,66.67%
116015,11161015,2025,84,115,84,73.04%
116016,11161016,2021,42,123,42,34.15%
116016,11161016,2022,42,170,49,24.71%
116016,11161016,2023,84,181,84,46.41%
116016,11161016,2024,96,178,96,53.93%
116016,11161016,2025,108,232,108,46.55%
116017,11161017,2021,21,22,13,95.45%
116017,11161017,2022,21,31,19,67.74%
116017,11161017,2023,36,24,14,150%
116017,11161017,2024,48,30,14,160%
116017,11161017,2025,14,29,14,48.28%
116018,11161018,2023,20,8,2,250%
116018,11161018,2024,16,7,5,228.57%
116018,11161018,2025,10,2,1,500%
323001,13231001,2021,20,273,20,7.33%
323001,13231001,2022,20,288,20,6.94%
323001,13231001,2023,20,320,20,6.25%
323001,13231001,2024,20,250,20,8%
323001,13231001,2025,24,271,24,8.86%
323002,13231002,2021,20,102,20,19.61%
323002,13231002,2022,20,126,20,15.87%
323002,13231002,2023,20,86,20,23.26%
323002,13231002,2024,20,102,20,19.61%
323002,13231002,2025,20,75,20,26.67%
323003,13231003,2021,20,120,20,16.67%
323003,13231003,2022,20,121,20,16.53%
323003,13231003,2023,20,112,20,17.86%
323003,13231003,2024,20,132,20,15.15%
323003,13231003,2025,16,134,16,11.94%
323004,13231004,2021,20,257,20,7.78%
323004,13231004,2022,20,266,20,7.52%
323004,13231004,2023,20,210,20,9.52%
323004,13231004,2024,20,190,20,10.53%
323004,13231004,2025,24,239,24,10.04%
323005,13231005,2021,10,200,10,5%
323005,13231005,2022,20,247,20,8.1%
323005,13231005,2023,20,278,20,7.19%
323005,13231005,2024,20,245,20,8.16%
323005,13231005,2025,20,222,20,9.01%
323006,13231006,2021,20,153,20,13.07%
323006,13231006,2022,20,109,20,18.35%
323006,13231006,2023,20,100,20,20%
323006,13231006,2024,20,128,20,15.63%
323006,13231006,2025,20,144,20,13.89%
323007,13231007,2021,20,250,20,8%
323007,13231007,2022,20,241,20,8.3%
323007,13231007,2023,20,180,20,11.11%
323007,13231007,2024,20,270,20,7.41%
323007,13231007,2025,20,302,20,6.62%
323008,13231008,2021,20,372,20,5.38%
323008,13231008,2022,20,324,20,6.17%
323008,13231008,2023,20,192,20,10.42%
323008,13231008,2024,20,310,20,6.45%
323008,13231008,2025,24,316,24,7.59%
323009,13231009,2021,18,195,18,9.23%
323009,13231009,2022,15,191,15,7.85%
323009,13231009,2023,15,148,15,10.14%
323009,13231009,2024,20,235,20,8.51%
323009,13231009,2025,22,305,22,7.21%
323010,13231010,2021,23,154,23,14.94%
323010,13231010,2022,23,154,23,14.94%
323010,13231010,2023,20,116,20,17.24%
323010,13231010,2024,20,121,20,16.53%
323010,13231010,2025,24,165,24,14.55%
323011,13231011,2021,23,203,23,11.33%
323011,13231011,2022,20,164,20,12.2%
323011,13231011,2023,20,125,20,16%
323011,13231011,2024,20,115,20,17.39%
323011,13231011,2025,22,171,22,12.87%
323012,13231012,2021,20,32,18,62.5%
323012,13231012,2022,20,52,13,38.46%
323012,13231012,2023,15,110,15,13.64%
323012,13231012,2024,30,175,30,17.14%
323012,13231012,2025,24,201,24,11.94%
323013,13231013,2021,23,417,23,5.52%
323013,13231013,2022,20,430,20,4.65%
323013,13231013,2023,15,364,15,4.12%
323013,13231013,2024,10,302,10,3.31%
323013,13231013,2025,14,325,14,4.31%
323014,13231014,2021,20,156,20,12.82%
323014,13231014,2022,20,137,20,14.6%
323014,13231014,2023,20,125,20,16%
323014,13231014,2024,10,88,10,11.36%
323014,13231014,2025,16,117,16,13.68%
323015,13231015,2021,10,673,10,1.49%
323015,13231015,2022,10,666,10,1.5%
323015,13231015,2023,20,1135,20,1.76%
323015,13231015,2024,20,1217,20,1.64%
323015,13231015,2025,22,1160,22,1.9%
323016,13231016,2021,10,304,10,3.29%
323016,13231016,2022,10,287,10,3.48%
323016,13231016,2023,20,371,20,5.39%
323016,13231016,2024,20,343,20,5.83%
323016,13231016,2025,20,343,20,5.83%
323017,13231017,2021,10,106,10,9.43%
323017,13231017,2022,10,97,10,10.31%
323017,13231017,2023,10,101,10,9.9%
323017,13231017,2024,20,197,20,10.15%
323017,13231017,2025,12,225,12,5.33%
323018,13231018,2021,10,631,10,1.58%
323018,13231018,2022,10,514,10,1.95%
323018,13231018,2023,10,424,10,2.36%
323018,13231018,2024,20,633,20,3.16%
323018,13231018,2025,18,629,18,2.86%
323019,13231019,2021,12,429,12,2.8%
323019,13231019,2022,10,501,10,2%
323019,13231019,2023,10,620,10,1.61%
323019,13231019,2024,10,638,10,1.57%
323019,13231019,2025,12,701,12,1.71%
323020,13231020,2021,20,271,20,7.38%
323020,13231020,2022,20,428,20,4.67%
323020,13231020,2023,20,205,20,9.76%
323020,13231020,2024,25,206,25,12.14%
323020,13231020,2025,24,203,24,11.82%
323021,13231021,2021,30,185,30,16.22%
323021,13231021,2022,12,119,12,10.08%
323021,13231021,2023,23,154,23,14.94%
323021,13231021,2024,30,186,30,16.13%
323021,13231021,2025,30,178,30,16.85%
323022,13231022,2021,23,691,23,3.33%
323022,13231022,2022,23,481,23,4.78%
323022,13231022,2023,24,398,24,6.03%
323022,13231022,2024,32,421,32,7.6%
323022,13231022,2025,31,374,31,8.29%
323023,13231023,2021,23,270,23,8.52%
323023,13231023,2022,20,294,20,6.8%
323023,13231023,2023,24,313,24,7.67%
323023,13231023,2024,33,280,33,11.79%
323023,13231023,2025,31,301,31,10.3%
323024,13231024,2021,30,367,30,8.17%
323024,13231024,2022,40,500,40,8%
323024,13231024,2023,18,386,18,4.66%
323024,13231024,2024,25,333,25,7.51%
323024,13231024,2025,24,256,24,9.38%
323025,13231025,2021,20,678,20,2.95%
323025,13231025,2022,15,632,15,2.37%
323025,13231025,2023,18,577,18,3.12%
323025,13231025,2024,25,476,25,5.25%
323025,13231025,2025,26,466,26,5.58%
323026,13231026,2021,75,1446,75,5.19%
323026,13231026,2022,56,1321,57,4.24%
323026,13231026,2023,30,1243,30,2.41%
323026,13231026,2024,38,1145,38,3.32%
323026,13231026,2025,36,997,36,3.61%
323027,13231027,2021,50,2407,50,2.08%
323027,13231027,2022,60,2239,60,2.68%
323027,13231027,2023,40,1937,40,2.07%
323027,13231027,2024,100,2076,100,4.82%
323027,13231027,2025,89,1687,89,5.28%
323028,13231028,2021,23,459,23,5.01%
323028,13231028,2022,15,333,15,4.5%
323028,13231028,2023,19,404,19,4.7%
323028,13231028,2024,25,339,25,7.37%
323028,13231028,2025,24,343,24,7%
323029,13231029,2021,18,411,18,4.38%
323029,13231029,2022,23,425,23,5.41%
323029,13231029,2023,28,400,28,7%
323029,13231029,2024,25,309,25,8.09%
323029,13231029,2025,24,322,24,7.45%
323030,13231030,2021,19,422,19,4.5%
323030,13231030,2022,19,425,19,4.47%
323030,13231030,2023,13,404,13,3.22%
323030,13231030,2024,38,487,38,7.8%
323030,13231030,2025,30,513,30,5.85%
323031,13231031,2021,13,744,13,1.75%
323031,13231031,2022,13,673,13,1.93%
323031,13231031,2023,19,667,19,2.85%
323031,13231031,2024,50,794,50,6.3%
323031,13231031,2025,40,810,40,4.94%
323032,13231032,2021,8,61,8,13.11%
323032,13231032,2022,10,122,10,8.2%
323032,13231032,2023,20,107,20,18.69%
323032,13231032,2024,25,79,25,31.65%
323032,13231032,2025,24,148,24,16.22%
323033,13231033,2021,13,135,13,9.63%
323033,13231033,2022,13,130,13,10%
323033,13231033,2023,13,70,13,18.57%
323033,13231033,2024,25,114,25,21.93%
323033,13231033,2025,26,163,26,15.95%
323034,13231034,2021,25,336,25,7.44%
323034,13231034,2022,25,235,20,10.64%
323034,13231034,2023,25,233,25,10.73%
323034,13231034,2024,37,314,37,11.78%
323034,13231034,2025,42,316,42,13.29%
323035,13231035,2021,19,364,19,5.22%
323035,13231035,2022,18,364,18,4.95%
323035,13231035,2023,20,320,20,6.25%
323035,13231035,2024,25,352,25,7.1%
323035,13231035,2025,26,411,26,6.33%
323036,13231036,2021,13,83,13,15.66%
323036,13231036,2022,13,62,13,20.97%
323036,13231036,2023,15,85,15,17.65%
323036,13231036,2024,25,128,25,19.53%
323036,13231036,2025,25,150,25,16.67%
323037,13231037,2021,13,52,13,25%
323037,13231037,2022,15,62,10,24.19%
323037,13231037,2023,13,64,13,20.31%
323037,13231037,2024,38,114,38,33.33%
323037,13231037,2025,15,95,15,15.79%
323038,13231038,2021,18,167,18,10.78%
323038,13231038,2022,18,131,18,13.74%
323038,13231038,2023,18,152,18,11.84%
323038,13231038,2024,25,173,25,14.45%
323038,13231038,2025,14,193,14,7.25%
323039,13231039,2021,20,203,20,9.85%
323039,13231039,2022,20,195,20,10.26%
323039,13231039,2023,20,268,20,7.46%
323039,13231039,2024,38,236,38,16.1%
323039,13231039,2025,30,258,30,11.63%
323040,13231040,2021,20,171,20,11.7%
323040,13231040,2022,23,217,23,10.6%
323040,13231040,2023,23,220,23,10.45%
323040,13231040,2024,30,200,30,15%
323040,13231040,2025,30,253,30,11.86%
323041,13231041,2021,20,234,20,8.55%
323041,13231041,2022,20,238,20,8.4%
323041,13231041,2023,20,302,20,6.62%
323041,13231041,2024,27,272,27,9.93%
323041,13231041,2025,24,252,24,9.52%
323042,13231042,2021,20,838,20,2.39%
323042,13231042,2022,21,619,21,3.39%
323042,13231042,2023,23,667,23,3.45%
323042,13231042,2024,38,716,38,5.31%
323042,13231042,2025,30,619,30,4.85%
323043,13231043,2021,20,568,21,3.52%
323043,13231043,2022,24,570,24,4.21%
323043,13231043,2023,18,381,18,4.72%
323043,13231043,2024,25,382,25,6.54%
323043,13231043,2025,16,345,16,4.64%
323044,13231044,2021,20,266,20,7.52%
323044,13231044,2022,20,318,20,6.29%
323044,13231044,2023,18,296,18,6.08%
323044,13231044,2024,25,274,25,9.12%
323044,13231044,2025,24,294,24,8.16%
323045,13231045,2021,15,184,15,8.15%
323045,13231045,2022,15,152,15,9.87%
323045,13231045,2023,15,150,15,10%
323045,13231045,2024,22,213,22,10.33%
323045,13231045,2025,24,179,24,13.41%
323046,13231046,2021,30,134,30,22.39%
323046,13231046,2022,30,126,20,23.81%
323046,13231046,2023,40,217,40,18.43%
323046,13231046,2024,63,237,63,26.58%
323046,13231046,2025,56,304,56,18.42%
323047,13231047,2021,23,80,23,28.75%
323047,13231047,2022,23,75,18,30.67%
323047,13231047,2023,30,153,40,19.61%
323047,13231047,2024,38,188,38,20.21%
323047,13231047,2025,36,245,36,14.69%
323048,13231048,2021,30,546,30,5.49%
323048,13231048,2022,40,615,40,6.5%
323048,13231048,2023,30,306,30,9.8%
323048,13231048,2024,25,293,25,8.53%
323048,13231048,2025,26,315,26,8.25%
323049,13231049,2021,30,3833,30,0.78%
323049,13231049,2022,40,3566,40,1.12%
323049,13231049,2023,40,3080,40,1.3%
323049,13231049,2024,47,2918,47,1.61%
323049,13231049,2025,44,2530,44,1.74%
323050,13231050,2021,30,1698,30,1.77%
323050,13231050,2022,30,1390,30,2.16%
323050,13231050,2023,30,1657,30,1.81%
323050,13231050,2024,38,1679,38,2.26%
323050,13231050,2025,36,1768,36,2.04%
323051,13231051,2021,20,268,20,7.46%
323051,13231051,2022,20,210,20,9.52%
323051,13231051,2023,18,184,18,9.78%
323051,13231051,2024,25,233,25,10.73%
323051,13231051,2025,30,213,30,14.08%
323052,13231052,2021,15,835,15,1.8%
323052,13231052,2022,13,732,13,1.78%
323052,13231052,2023,15,547,15,2.74%
323052,13231052,2024,19,465,19,4.09%
323052,13231052,2025,20,448,20,4.46%
323053,13231053,2021,13,528,13,2.46%
323053,13231053,2022,10,416,10,2.4%
323053,13231053,2023,15,332,15,4.52%
323053,13231053,2024,19,316,19,6.01%
323053,13231053,2025,20,282,20,7.09%
323054,13231054,2021,10,436,10,2.29%
323054,13231054,2022,10,361,10,2.77%
323054,13231054,2023,10,279,10,3.58%
323054,13231054,2024,17,309,17,5.5%
323054,13231054,2025,20,333,20,6.01%
323055,13231055,2021,20,515,20,3.88%
323055,13231055,2022,20,476,20,4.2%
323055,13231055,2023,20,364,20,5.49%
323055,13231055,2024,25,362,25,6.91%
323055,13231055,2025,26,376,26,6.91%
323056,13231056,2021,7,85,9,8.24%
323056,13231056,2022,6,94,6,6.38%
323056,13231056,2023,25,122,25,20.49%
323056,13231056,2024,25,140,25,17.86%
323056,13231056,2025,20,220,20,9.09%
323057,13231057,2021,20,930,20,2.15%
323057,13231057,2022,20,860,20,2.33%
323057,13231057,2023,20,635,20,3.15%
323057,13231057,2024,25,656,25,3.81%
323057,13231057,2025,26,529,26,4.91%
323058,13231058,2021,20,43,16,46.51%
323058,13231058,2022,20,37,7,54.05%
323058,13231058,2023,15,36,15,41.67%
323058,13231058,2024,25,76,25,32.89%
323058,13231058,2025,30,91,30,32.97%
323059,13231059,2021,10,66,10,15.15%
323059,13231059,2022,20,67,14,29.85%
323059,13231059,2023,15,85,15,17.65%
323059,13231059,2024,22,95,22,23.16%
323059,13231059,2025,27,145,27,18.62%
323060,13231060,2021,19,2079,19,0.91%
323060,13231060,2022,18,1928,19,0.93%
323060,13231060,2023,15,1668,15,0.9%
323060,13231060,2024,20,1713,20,1.17%
323060,13231060,2025,16,1429,16,1.12%
323061,13231061,2021,15,191,15,7.85%
323061,13231061,2022,20,295,20,6.78%
323061,13231061,2023,23,239,23,9.62%
323061,13231061,2024,25,266,25,9.4%
323061,13231061,2025,20,304,20,6.58%
323062,13231062,2021,23,902,23,2.55%
323062,13231062,2022,26,1231,26,2.11%
323062,13231062,2023,27,966,27,2.8%
323062,13231062,2024,34,1305,34,2.61%
323062,13231062,2025,33,1287,33,2.56%
323063,13231063,2023,20,176,20,11.36%
323063,13231063,2024,25,319,25,7.84%
323063,13231063,2025,30,406,30,7.39%
323076,13231076,2024,13,280,13,4.64%
323076,13231076,2025,16,263,16,6.08%
323077,13231077,2025,20,638,20,3.13%
323064,13232064,2023,18,362,18,4.97%
323064,13232064,2024,25,704,25,3.55%
323064,13232064,2025,30,754,30,3.98%
323065,13232065,2023,20,368,20,5.43%
323065,13232065,2024,25,479,25,5.22%
323065,13232065,2025,24,552,24,4.35%
323066,13232066,2023,15,31,15,48.39%
323066,13232066,2024,20,221,20,9.05%
323066,13232066,2025,20,196,20,10.2%
323067,13232067,2023,15,40,15,37.5%
323067,13232067,2024,20,179,20,11.17%
323067,13232067,2025,12,137,12,8.76%
323068,13232068,2023,15,86,16,17.44%
323068,13232068,2024,20,212,20,9.43%
323068,13232068,2025,16,207,16,7.73%
323069,13232069,2023,15,182,16,8.24%
323069,13232069,2024,25,324,25,7.72%
323069,13232069,2025,16,314,16,5.1%
323070,13232070,2023,15,464,16,3.23%
323070,13232070,2024,19,547,19,3.47%
323070,13232070,2025,12,571,12,2.1%
323071,13232071,2023,15,164,16,9.15%
323071,13232071,2024,19,219,19,8.68%
323071,13232071,2025,18,266,18,6.77%
323072,13232072,2023,15,226,16,6.64%
323072,13232072,2024,19,256,19,7.42%
323072,13232072,2025,18,314,18,5.73%
323073,13232073,2023,20,196,20,10.2%
323073,13232073,2024,25,520,25,4.81%
323073,13232073,2025,26,548,26,4.74%
323074,13232074,2023,20,427,20,4.68%
323074,13232074,2024,25,724,25,3.45%
323074,13232074,2025,26,753,26,3.45%
323075,13232075,2023,20,178,20,11.24%
323075,13232075,2024,25,548,25,4.56%
323075,13232075,2025,26,655,26,3.97%
321001,13211001,2021,36,1189,36,3.03%
321001,13211001,2022,36,1242,36,2.9%
321001,13211001,2023,50,1854,50,2.7%
321001,13211001,2024,55,1720,55,3.2%
321001,13211001,2025,60,2056,60,2.92%
321002,13211002,2021,22,323,22,6.81%
321002,13211002,2022,22,344,22,6.4%
321002,13211002,2023,31,493,31,6.29%
321002,13211002,2024,32,504,32,6.35%
321002,13211002,2025,36,540,36,6.67%
321003,13211003,2021,14,218,14,6.42%
321003,13211003,2022,14,176,14,7.95%
321003,13211003,2023,20,197,20,10.15%
321003,13211003,2024,20,243,20,8.23%
321003,13211003,2025,20,262,20,7.63%
321004,13211004,2021,20,116,20,17.24%
321004,13211004,2022,20,93,20,21.51%
321004,13211004,2023,28,128,28,21.88%
321004,13211004,2024,28,134,28,20.9%
321004,13211004,2025,28,212,28,13.21%
321005,13211005,2021,20,155,20,12.9%
321005,13211005,2022,20,126,20,15.87%
321005,13211005,2023,28,194,28,14.43%
321005,13211005,2024,28,237,28,11.81%
321005,13211005,2025,28,307,28,9.12%
321006,13211006,2021,20,150,20,13.33%
321006,13211006,2022,20,187,20,10.7%
321006,13211006,2023,28,179,28,15.64%
321006,13211006,2024,28,165,28,16.97%
321006,13211006,2025,24,288,24,8.33%
321007,13211007,2021,18,370,18,4.86%
321007,13211007,2022,18,370,18,4.86%
321007,13211007,2023,30,765,30,3.92%
321007,13211007,2024,36,779,36,4.62%
321007,13211007,2025,36,814,36,4.42%
321008,13211008,2021,20,129,20,15.5%
321008,13211008,2022,20,121,20,16.53%
321008,13211008,2023,28,200,28,14%
321008,13211008,2024,28,175,28,16%
321008,13211008,2025,28,245,28,11.43%
321009,13211009,2021,18,275,18,6.55%
321009,13211009,2022,18,247,18,7.29%
321009,13211009,2023,36,350,36,10.29%
321009,13211009,2024,40,494,40,8.1%
321009,13211009,2025,40,553,40,7.23%
321010,13211010,2021,16,167,16,9.58%
321010,13211010,2022,16,158,16,10.13%
321010,13211010,2023,33,396,33,8.33%
321010,13211010,2024,36,429,36,8.39%
321010,13211010,2025,40,460,40,8.7%
321011,13211011,2021,20,249,20,8.03%
321011,13211011,2022,20,214,20,9.35%
321011,13211011,2023,40,374,40,10.7%
321011,13211011,2024,40,428,40,9.35%
321011,13211011,2025,34,505,34,6.73%
321012,13211012,2021,20,164,20,12.2%
321012,13211012,2022,20,197,20,10.15%
321012,13211012,2023,36,372,36,9.68%
321012,13211012,2024,34,387,34,8.79%
321012,13211012,2025,34,460,34,7.39%
321013,13211013,2021,10,328,10,3.05%
321013,13211013,2022,12,259,12,4.63%
321013,13211013,2023,26,416,26,6.25%
321013,13211013,2024,24,441,24,5.44%
321013,13211013,2025,24,465,24,5.16%
321014,13211014,2021,18,220,18,8.18%
321014,13211014,2022,18,191,18,9.42%
321014,13211014,2023,34,294,34,11.56%
321014,13211014,2024,32,414,32,7.73%
321014,13211014,2025,34,488,34,6.97%
321015,13211015,2021,30,373,30,8.04%
321015,13211015,2022,30,364,30,8.24%
321015,13211015,2023,42,756,42,5.56%
321015,13211015,2024,44,616,44,7.14%
321015,13211015,2025,49,678,49,7.23%
321016,13211016,2021,30,693,30,4.33%
321016,13211016,2022,30,684,30,4.39%
321016,13211016,2023,48,1139,48,4.21%
321016,13211016,2024,48,1133,48,4.24%
321016,13211016,2025,50,1176,50,4.25%
321017,13211017,2021,30,440,30,6.82%
321017,13211017,2022,30,370,30,8.11%
321017,13211017,2023,42,535,42,7.85%
321017,13211017,2024,42,508,42,8.27%
321017,13211017,2025,42,642,42,6.54%
321018,13211018,2021,22,451,22,4.88%
321018,13211018,2022,22,382,22,5.76%
321018,13211018,2023,47,552,47,8.51%
321018,13211018,2024,53,659,53,8.04%
321018,13211018,2025,52,898,52,5.79%
321019,13211019,2021,12,91,12,13.19%
321019,13211019,2022,12,90,12,13.33%
321019,13211019,2023,22,195,22,11.28%
321019,13211019,2024,26,232,26,11.21%
321019,13211019,2025,26,252,26,10.32%
321020,13211020,2021,14,174,14,8.05%
321020,13211020,2022,14,193,14,7.25%
321020,13211020,2023,25,217,25,11.52%
321020,13211020,2024,24,279,24,8.6%
321020,13211020,2025,26,399,26,6.52%
321021,13211021,2021,16,229,16,6.99%
321021,13211021,2022,16,275,16,5.82%
321021,13211021,2023,25,491,25,5.09%
321021,13211021,2024,28,526,28,5.32%
321021,13211021,2025,28,488,28,5.74%
321022,13211022,2021,30,586,30,5.12%
321022,13211022,2022,30,621,30,4.83%
321022,13211022,2023,48,966,48,4.97%
321022,13211022,2024,48,926,48,5.18%
321022,13211022,2025,50,952,50,5.25%
321023,13211023,2021,10,250,10,4%
321023,13211023,2022,10,191,10,5.24%
321023,13211023,2023,14,229,14,6.11%
321023,13211023,2024,12,236,12,5.08%
321023,13211023,2025,13,266,13,4.89%
321024,13211024,2021,12,168,12,7.14%
321024,13211024,2022,12,114,12,10.53%
321024,13211024,2023,14,133,14,10.53%
321024,13211024,2024,20,319,20,6.27%
321024,13211024,2025,20,341,20,5.87%
321025,13211025,2021,14,274,14,5.11%
321025,13211025,2022,13,249,13,5.22%
321025,13211025,2023,13,360,13,3.61%
321025,13211025,2024,13,335,13,3.88%
321025,13211025,2025,13,355,13,3.66%
321026,13211026,2021,12,140,12,8.57%
321026,13211026,2022,11,163,11,6.75%
321026,13211026,2023,12,174,12,6.9%
321026,13211026,2024,12,193,12,6.22%
321026,13211026,2025,12,221,12,5.43%
321027,13211027,2021,12,164,12,7.32%
321027,13211027,2022,12,228,12,5.26%
321027,13211027,2023,12,289,12,4.15%
321027,13211027,2024,12,331,12,3.63%
321027,13211027,2025,18,475,18,3.79%
321028,13211028,2021,12,78,12,15.38%
321028,13211028,2022,12,108,12,11.11%
321028,13211028,2023,17,124,17,13.71%
321028,13211028,2024,17,137,17,12.41%
321028,13211028,2025,17,248,17,6.85%
321029,13211029,2021,12,99,12,12.12%
321029,13211029,2022,12,129,12,9.3%
321029,13211029,2023,17,172,17,9.88%
321029,13211029,2024,17,170,17,10%
321029,13211029,2025,17,243,17,7%
321030,13211030,2021,12,244,12,4.92%
321030,13211030,2022,12,199,12,6.03%
321030,13211030,2023,17,268,17,6.34%
321030,13211030,2024,17,298,17,5.7%
321030,13211030,2025,17,293,17,5.8%
321031,13211031,2021,12,287,12,4.18%
321031,13211031,2022,12,270,12,4.44%
321031,13211031,2023,17,298,17,5.7%
321031,13211031,2024,17,363,17,4.68%
321031,13211031,2025,17,376,17,4.52%
321032,13211032,2021,8,143,8,5.59%
321032,13211032,2022,8,172,8,4.65%
