id_prodi,kode_prodi,tahun,daya_tampung,peminat,diterima,keketatan
383063,13831063,2021,23,674,23,3.41%
383063,13831063,2022,50,764,50,6.54%
383063,13831063,2023,90,677,100,13.29%
383063,13831063,2024,79,840,79,9.4%
383063,13831063,2025,108,659,108,16.39%
383064,13831064,2021,20,823,20,2.43%
383064,13831064,2022,50,1036,50,4.83%
383064,13831064,2023,108,1332,110,8.11%
383064,13831064,2024,79,1279,80,6.18%
383064,13831064,2025,85,1129,85,7.53%
383065,13831065,2021,18,43,18,41.86%
383065,13831065,2022,18,60,18,30%
383065,13831065,2023,35,60,28,58.33%
383065,13831065,2024,27,63,27,42.86%
383065,13831065,2025,36,73,36,49.32%
383066,13831066,2021,15,308,15,4.87%
383066,13831066,2022,35,331,35,10.57%
383066,13831066,2023,56,449,65,12.47%
383066,13831066,2024,54,463,54,11.66%
383066,13831066,2025,70,542,70,12.92%
383067,13831067,2021,8,40,8,20%
383067,13831067,2022,18,44,18,40.91%
383067,13831067,2023,27,61,23,44.26%
383067,13831067,2024,21,62,21,33.87%
383067,13831067,2025,26,93,31,27.96%
383068,13831068,2021,23,325,23,7.08%
383068,13831068,2022,50,348,50,14.37%
383068,13831068,2023,72,363,75,19.83%
383068,13831068,2024,81,343,81,23.62%
383068,13831068,2025,80,388,80,20.62%
383069,13831069,2021,20,237,20,8.44%
383069,13831069,2022,40,355,40,11.27%
383069,13831069,2023,54,338,60,15.98%
383069,13831069,2024,46,290,46,15.86%
383069,13831069,2025,62,296,62,20.95%
383070,13831070,2021,20,345,20,5.8%
383070,13831070,2022,50,626,50,7.99%
383070,13831070,2023,90,639,95,14.08%
383070,13831070,2024,79,648,79,12.19%
383070,13831070,2025,100,741,100,13.5%
383075,13831075,2022,50,766,50,6.53%
383075,13831075,2023,108,1043,120,10.35%
383075,13831075,2024,90,1145,90,7.86%
383075,13831075,2025,80,950,80,8.42%
383087,13831087,2023,54,277,63,19.49%
383087,13831087,2024,68,467,68,14.56%
383087,13831087,2025,89,581,89,15.32%
383088,13831088,2023,45,37,25,121.62%
383088,13831088,2024,27,61,27,44.26%
383088,13831088,2025,37,114,42,32.46%
383089,13831089,2024,45,201,45,22.39%
383089,13831089,2025,72,317,72,22.71%
383090,13831090,2024,10,380,10,2.63%
383090,13831090,2025,10,410,10,2.44%
383091,13831091,2024,27,58,27,46.55%
383091,13831091,2025,37,140,37,26.43%
383092,13831092,2024,41,213,41,19.25%
383092,13831092,2025,56,561,56,9.98%
383093,13831093,2024,27,51,27,52.94%
383093,13831093,2025,31,166,31,18.67%
383094,13831094,2024,41,81,41,50.62%
383094,13831094,2025,56,243,56,23.05%
383095,13831095,2024,41,122,41,33.61%
383095,13831095,2025,56,333,56,16.82%
383096,13831096,2024,41,206,41,19.9%
383096,13831096,2025,56,554,56,10.11%
383097,13831097,2024,27,26,20,103.85%
383097,13831097,2025,31,138,36,22.46%
383098,13831098,2024,27,36,27,75%
383098,13831098,2025,31,144,36,21.53%
383099,13831099,2024,40,5,3,800%
383099,13831099,2025,31,23,18,134.78%
383101,13831101,2025,12,362,12,3.31%
383102,13831102,2025,12,310,12,3.87%
383103,13831103,2025,12,850,12,1.41%
383104,13831104,2025,45,277,45,16.25%
383105,13831105,2025,35,233,35,15.02%
383106,13831106,2025,35,120,40,29.17%
383109,13831109,2025,31,69,31,44.93%
383110,13831110,2025,31,75,31,41.33%
383111,13831111,2025,31,274,31,11.31%
383112,13831112,2025,31,73,31,42.47%
383113,13831113,2025,31,203,31,15.27%
383115,13831115,2025,27,244,27,11.07%
383116,13831116,2025,27,42,20,64.29%
383117,13831117,2025,27,334,27,8.08%
383118,13831118,2025,27,49,27,55.1%
383119,13831119,2025,27,26,20,103.85%
383120,13831120,2025,27,145,27,18.62%
383121,13831121,2025,27,92,27,29.35%
383122,13831122,2025,31,212,31,14.62%
383021,13832021,2021,20,111,20,18.02%
383021,13832021,2022,32,197,32,16.24%
383021,13832021,2023,50,265,55,18.87%
383021,13832021,2024,50,238,50,21.01%
383021,13832021,2025,75,260,75,28.85%
383022,13832022,2021,15,81,15,18.52%
383022,13832022,2022,18,114,18,15.79%
383022,13832022,2023,28,142,35,19.72%
383022,13832022,2024,21,181,21,11.6%
383022,13832022,2025,29,204,29,14.22%
383023,13832023,2021,20,110,20,18.18%
383023,13832023,2022,21,143,21,14.69%
383023,13832023,2023,48,160,55,30%
383023,13832023,2024,56,222,56,25.23%
383023,13832023,2025,64,326,64,19.63%
383024,13832024,2021,20,30,18,66.67%
383024,13832024,2022,22,64,22,34.38%
383024,13832024,2023,35,131,42,26.72%
383024,13832024,2024,23,107,23,21.5%
383024,13832024,2025,30,98,30,30.61%
383025,13832025,2021,8,25,6,32%
383025,13832025,2022,12,30,10,40%
383025,13832025,2023,18,38,22,47.37%
383025,13832025,2024,31,65,31,47.69%
383025,13832025,2025,34,71,34,47.89%
383026,13832026,2021,20,75,20,26.67%
383026,13832026,2022,21,90,21,23.33%
383026,13832026,2023,35,142,40,24.65%
383026,13832026,2024,24,119,24,20.17%
383026,13832026,2025,33,169,33,19.53%
383071,13832071,2021,8,121,8,6.61%
383071,13832071,2022,18,85,18,21.18%
383071,13832071,2023,28,110,37,25.45%
383071,13832071,2024,37,138,37,26.81%
383071,13832071,2025,45,181,45,24.86%
383072,13832072,2021,23,319,23,7.21%
383072,13832072,2022,40,277,40,14.44%
383072,13832072,2023,75,360,85,20.83%
383072,13832072,2024,57,418,57,13.64%
383072,13832072,2025,75,408,75,18.38%
383073,13832073,2021,15,242,15,6.2%
383073,13832073,2022,36,333,36,10.81%
383073,13832073,2023,90,470,95,19.15%
383073,13832073,2024,72,431,72,16.71%
383073,13832073,2025,80,449,80,17.82%
383074,13832074,2021,15,186,15,8.06%
383074,13832074,2022,36,181,36,19.89%
383074,13832074,2023,60,219,65,27.4%
383074,13832074,2024,48,213,48,22.54%
383074,13832074,2025,56,224,56,25%
383107,13832107,2025,39,86,39,45.35%
383108,13832108,2025,39,111,39,35.14%
383114,13832114,2025,27,10,7,270%
382001,13821001,2021,40,131,44,30.53%
382001,13821001,2022,60,166,68,36.14%
382001,13821001,2023,60,137,60,43.8%
382001,13821001,2024,51,88,51,57.95%
382001,13821001,2025,68,212,68,32.08%
382002,13821002,2021,40,290,45,13.79%
382002,13821002,2022,60,349,62,17.19%
382002,13821002,2023,60,226,60,26.55%
382002,13821002,2024,60,207,60,28.99%
382002,13821002,2025,80,313,80,25.56%
382003,13821003,2021,40,482,44,8.3%
382003,13821003,2022,40,542,42,7.38%
382003,13821003,2023,40,436,40,9.17%
382003,13821003,2024,40,362,40,11.05%
382003,13821003,2025,40,393,40,10.18%
382004,13821004,2021,40,199,44,20.1%
382004,13821004,2022,60,282,65,21.28%
382004,13821004,2023,60,208,60,28.85%
382004,13821004,2024,60,211,60,28.44%
382004,13821004,2025,60,308,60,19.48%
382005,13821005,2021,24,139,26,17.27%
382005,13821005,2022,36,219,41,16.44%
382005,13821005,2023,36,125,36,28.8%
382005,13821005,2024,36,132,36,27.27%
382005,13821005,2025,36,179,36,20.11%
382006,13821006,2021,52,613,54,8.48%
382006,13821006,2022,52,590,54,8.81%
382006,13821006,2023,48,500,48,9.6%
382006,13821006,2024,40,554,40,7.22%
382006,13821006,2025,40,650,40,6.15%
382007,13821007,2021,56,657,61,8.52%
382007,13821007,2022,56,590,57,9.49%
382007,13821007,2023,48,539,48,8.91%
382007,13821007,2024,48,644,48,7.45%
382007,13821007,2025,48,692,48,6.94%
382008,13821008,2021,40,393,44,10.18%
382008,13821008,2022,44,480,47,9.17%
382008,13821008,2023,40,407,40,9.83%
382008,13821008,2024,40,499,40,8.02%
382008,13821008,2025,40,601,40,6.66%
382009,13821009,2021,40,170,44,23.53%
382009,13821009,2022,40,185,42,21.62%
382009,13821009,2023,40,143,40,27.97%
382009,13821009,2024,60,196,60,30.61%
382009,13821009,2025,40,302,40,13.25%
382010,13821010,2021,40,645,44,6.2%
382010,13821010,2022,40,637,42,6.28%
382010,13821010,2023,40,627,40,6.38%
382010,13821010,2024,40,692,40,5.78%
382010,13821010,2025,40,846,40,4.73%
382011,13821011,2021,40,273,44,14.65%
382011,13821011,2022,40,243,42,16.46%
382011,13821011,2023,40,415,40,9.64%
382011,13821011,2024,40,421,40,9.5%
382011,13821011,2025,40,455,40,8.79%
382012,13821012,2021,40,576,43,6.94%
382012,13821012,2022,40,600,41,6.67%
382012,13821012,2023,36,561,36,6.42%
382012,13821012,2024,36,576,36,6.25%
382012,13821012,2025,36,715,36,5.03%
382013,13821013,2021,30,462,33,6.49%
382013,13821013,2022,30,472,32,6.36%
382013,13821013,2023,24,439,24,5.47%
382013,13821013,2024,24,386,24,6.22%
382013,13821013,2025,24,388,24,6.19%
382014,13821014,2021,32,319,35,10.03%
382014,13821014,2022,32,374,34,8.56%
382014,13821014,2023,26,316,26,8.23%
382014,13821014,2024,26,285,26,9.12%
382014,13821014,2025,26,409,26,6.36%
382015,13821015,2021,30,214,34,14.02%
382015,13821015,2022,30,283,31,10.6%
382015,13821015,2023,26,162,26,16.05%
382015,13821015,2024,26,173,26,15.03%
382015,13821015,2025,26,292,26,8.9%
382016,13821016,2021,38,335,41,11.34%
382016,13821016,2022,38,436,39,8.72%
382016,13821016,2023,34,339,34,10.03%
382016,13821016,2024,34,306,34,11.11%
382016,13821016,2025,34,312,34,10.9%
382017,13821017,2021,24,139,26,17.27%
382017,13821017,2022,24,180,26,13.33%
382017,13821017,2023,24,221,24,10.86%
382017,13821017,2024,42,288,42,14.58%
382017,13821017,2025,24,293,24,8.19%
382018,13821018,2021,24,106,26,22.64%
382018,13821018,2022,24,137,25,17.52%
382018,13821018,2023,24,156,24,15.38%
382018,13821018,2024,42,215,42,19.53%
382018,13821018,2025,24,243,24,9.88%
382019,13821019,2021,28,158,30,17.72%
382019,13821019,2022,28,158,29,17.72%
382019,13821019,2023,28,162,28,17.28%
382019,13821019,2024,49,233,49,21.03%
382019,13821019,2025,28,240,28,11.67%
382020,13821020,2021,60,1336,61,4.49%
382020,13821020,2022,60,1440,64,4.17%
382020,13821020,2023,54,1449,54,3.73%
382020,13821020,2024,60,1431,60,4.19%
382020,13821020,2025,60,1431,60,4.19%
382021,13821021,2021,44,661,48,6.66%
382021,13821021,2022,44,818,46,5.38%
382021,13821021,2023,38,563,38,6.75%
382021,13821021,2024,38,701,38,5.42%
382021,13821021,2025,42,733,42,5.73%
382022,13821022,2021,24,125,26,19.2%
382022,13821022,2022,24,178,26,13.48%
382022,13821022,2023,36,146,36,24.66%
382022,13821022,2024,30,144,30,20.83%
382022,13821022,2025,30,221,30,13.57%
382023,13821023,2021,10,44,11,22.73%
382023,13821023,2022,10,69,11,14.49%
382023,13821023,2023,10,85,10,11.76%
382023,13821023,2024,28,116,28,24.14%
382023,13821023,2025,16,141,16,11.35%
382024,13821024,2021,12,40,13,30%
382024,13821024,2022,12,55,13,21.82%
382024,13821024,2023,12,66,12,18.18%
382024,13821024,2024,21,66,21,31.82%
382024,13821024,2025,12,92,12,13.04%
382025,13821025,2021,16,220,16,7.27%
382025,13821025,2022,16,238,18,6.72%
382025,13821025,2023,16,207,16,7.73%
382025,13821025,2024,20,245,20,8.16%
382025,13821025,2025,24,372,24,6.45%
382027,13821027,2021,20,150,22,13.33%
382027,13821027,2022,20,222,21,9.01%
382027,13821027,2023,18,152,18,11.84%
382027,13821027,2024,18,153,18,11.76%
382027,13821027,2025,18,284,18,6.34%
382028,13821028,2021,16,180,17,8.89%
382028,13821028,2022,16,181,18,8.84%
382028,13821028,2023,24,158,24,15.19%
382028,13821028,2024,24,161,24,14.91%
382028,13821028,2025,24,187,24,12.83%
382029,13821029,2021,16,201,17,7.96%
382029,13821029,2022,16,270,18,5.93%
382029,13821029,2023,16,250,16,6.4%
382029,13821029,2024,24,242,24,9.92%
382029,13821029,2025,24,317,24,7.57%
382030,13821030,2021,24,309,26,7.77%
382030,13821030,2022,24,357,27,6.72%
382030,13821030,2023,24,312,24,7.69%
382030,13821030,2024,24,273,24,8.79%
382030,13821030,2025,24,269,24,8.92%
382031,13821031,2021,16,196,17,8.16%
382031,13821031,2022,16,326,17,4.91%
382031,13821031,2023,16,235,16,6.81%
382031,13821031,2024,24,292,24,8.22%
382031,13821031,2025,26,395,26,6.58%
382032,13821032,2021,16,326,17,4.91%
382032,13821032,2022,16,387,19,4.13%
382032,13821032,2023,32,405,32,7.9%
382032,13821032,2024,32,432,32,7.41%
382032,13821032,2025,32,438,32,7.31%
382041,13821041,2022,8,47,9,17.02%
382041,13821041,2023,8,66,8,12.12%
382041,13821041,2024,28,99,28,28.28%
382041,13821041,2025,16,289,16,5.54%
382042,13821042,2022,8,136,9,5.88%
382042,13821042,2023,8,162,8,4.94%
382042,13821042,2024,16,172,16,9.3%
382042,13821042,2025,16,259,16,6.18%
382043,13821043,2021,26,338,28,7.69%
382043,13821043,2022,28,334,31,8.38%
382043,13821043,2023,24,425,24,5.65%
382043,13821043,2024,24,411,24,5.84%
382043,13821043,2025,24,445,24,5.39%
382044,13821044,2021,20,83,22,24.1%
382044,13821044,2022,20,139,23,14.39%
382044,13821044,2023,27,150,27,18%
382044,13821044,2024,27,141,27,19.15%
382044,13821044,2025,27,162,27,16.67%
382045,13821045,2023,16,110,16,14.55%
382045,13821045,2024,16,96,16,16.67%
382045,13821045,2025,16,159,16,10.06%
382046,13821046,2023,24,232,24,10.34%
382046,13821046,2024,24,167,24,14.37%
382046,13821046,2025,24,259,24,9.27%
382047,13821047,2023,18,65,18,27.69%
382047,13821047,2024,18,70,18,25.71%
382047,13821047,2025,12,151,12,7.95%
382048,13821048,2024,10,294,10,3.4%
382048,13821048,2025,10,384,10,2.6%
382049,13821049,2024,8,169,8,4.73%
382049,13821049,2025,9,188,9,4.79%
382050,13821050,2025,10,100,10,10%
382051,13821051,2024,12,235,12,5.11%
382051,13821051,2025,12,303,12,3.96%
382052,13821052,2024,12,159,12,7.55%
382052,13821052,2025,12,187,12,6.42%
382053,13821053,2025,10,315,10,3.17%
382054,13821054,2025,8,112,8,7.14%
382056,13821056,2025,9,91,9,9.89%
382057,13821057,2025,12,152,12,7.89%
382033,13822033,2021,18,156,20,11.54%
382033,13822033,2023,18,132,18,13.64%
382033,13822033,2024,23,222,23,10.36%
382033,13822033,2025,23,327,23,7.03%
382034,13822034,2021,18,19,13,94.74%
382034,13822034,2023,18,29,18,62.07%
382034,13822034,2024,23,89,23,25.84%
382034,13822034,2025,23,117,23,19.66%
382035,13822035,2021,20,46,22,43.48%
382035,13822035,2023,18,53,18,33.96%
382035,13822035,2024,23,124,23,18.55%
382035,13822035,2025,23,174,23,13.22%
382036,13822036,2021,20,28,13,71.43%
382036,13822036,2023,18,55,18,32.73%
382036,13822036,2024,23,86,23,26.74%
382036,13822036,2025,23,206,23,11.17%
382037,13822037,2021,28,74,30,37.84%
382037,13822037,2023,26,89,26,29.21%
382037,13822037,2024,33,162,33,20.37%
382037,13822037,2025,33,213,33,15.49%
382038,13822038,2021,20,69,22,28.99%
382038,13822038,2023,26,110,26,23.64%
382038,13822038,2024,33,183,33,18.03%
382038,13822038,2025,33,249,33,13.25%
382039,13822039,2021,26,71,28,36.62%
382039,13822039,2023,26,74,26,35.14%
382039,13822039,2024,33,134,33,24.63%
382039,13822039,2025,33,208,33,15.87%
382040,13822040,2021,26,97,28,26.8%
382040,13822040,2023,26,95,26,27.37%
382040,13822040,2024,33,200,33,16.5%
382040,13822040,2025,33,226,33,14.6%
382055,13822055,2025,10,29,10,34.48%
381001,13811001,2021,50,1158,51,4.32%
381001,13811001,2022,50,1411,54,3.54%
381001,13811001,2023,60,1625,60,3.69%
381001,13811001,2024,60,1544,62,3.89%
381001,13811001,2025,60,1659,62,3.62%
381002,13811002,2021,40,537,40,7.45%
381002,13811002,2022,42,805,44,5.22%
381002,13811002,2023,50,721,50,6.93%
381002,13811002,2024,50,714,50,7%
381002,13811002,2025,50,802,51,6.23%
381003,13811003,2021,50,1425,52,3.51%
381003,13811003,2022,50,1344,56,3.72%
381003,13811003,2023,56,1280,58,4.38%
381003,13811003,2024,56,1283,57,4.36%
381003,13811003,2025,56,1391,60,4.03%
381004,13811004,2021,40,377,46,10.61%
381004,13811004,2022,40,469,47,8.53%
381004,13811004,2023,48,355,48,13.52%
381004,13811004,2024,48,352,50,13.64%
381004,13811004,2025,48,383,49,12.53%
381005,13811005,2021,16,196,19,8.16%
381005,13811005,2022,18,203,24,8.87%
381005,13811005,2023,18,132,23,13.64%
381005,13811005,2024,18,117,24,15.38%
381005,13811005,2025,30,214,30,14.02%
381006,13811006,2021,18,226,22,7.96%
381006,13811006,2022,18,221,24,8.14%
381006,13811006,2023,18,150,18,12%
381006,13811006,2024,18,152,20,11.84%
381006,13811006,2025,27,226,27,11.95%
381007,13811007,2021,16,114,18,14.04%
381007,13811007,2022,18,85,20,21.18%
381007,13811007,2023,16,80,20,20%
381007,13811007,2024,16,68,19,23.53%
381007,13811007,2025,24,121,25,19.83%
381008,13811008,2021,20,207,22,9.66%
381008,13811008,2022,20,172,24,11.63%
381008,13811008,2023,18,129,18,13.95%
381008,13811008,2024,18,136,19,13.24%
381008,13811008,2025,27,256,30,10.55%
381009,13811009,2021,48,945,54,5.08%
381009,13811009,2022,52,1058,57,4.91%
381009,13811009,2023,48,729,50,6.58%
381009,13811009,2024,48,721,51,6.66%
381009,13811009,2025,72,923,74,7.8%
381010,13811010,2021,46,1104,49,4.17%
381010,13811010,2022,46,1288,54,3.57%
381010,13811010,2023,48,1067,48,4.5%
381010,13811010,2024,48,1013,49,4.74%
381010,13811010,2025,48,1022,53,4.7%
381011,13811011,2021,32,250,39,12.8%
381011,13811011,2022,32,202,40,15.84%
381011,13811011,2023,32,140,36,22.86%
381011,13811011,2024,36,112,37,32.14%
381011,13811011,2025,48,180,49,26.67%
381012,13811012,2021,16,427,17,3.75%
381012,13811012,2022,16,477,18,3.35%
381012,13811012,2023,20,402,20,4.98%
381012,13811012,2024,20,327,21,6.12%
381012,13811012,2025,30,407,30,7.37%
381013,13811013,2021,16,343,18,4.66%
381013,13811013,2022,18,380,20,4.74%
381013,13811013,2023,18,271,20,6.64%
381013,13811013,2024,18,257,20,7%
381013,13811013,2025,27,496,27,5.44%
381014,13811014,2021,20,301,20,6.64%
381014,13811014,2022,20,272,23,7.35%
381014,13811014,2023,22,248,24,8.87%
381014,13811014,2024,22,200,23,11%
381014,13811014,2025,33,399,33,8.27%
381015,13811015,2021,20,339,20,5.9%
381015,13811015,2022,20,421,21,4.75%
381015,13811015,2023,24,393,25,6.11%
381015,13811015,2024,24,496,25,4.84%
381015,13811015,2025,24,452,24,5.31%
381016,13811016,2021,20,368,23,5.43%
381016,13811016,2022,20,356,23,5.62%
381016,13811016,2023,24,282,27,8.51%
381016,13811016,2024,24,309,26,7.77%
381016,13811016,2025,36,329,37,10.94%
381017,13811017,2021,32,700,33,4.57%
381017,13811017,2022,28,680,28,4.12%
381017,13811017,2023,32,641,32,4.99%
381017,13811017,2024,32,540,33,5.93%
381017,13811017,2025,48,688,49,6.98%
381018,13811018,2021,10,60,14,16.67%
381018,13811018,2022,10,96,14,10.42%
381018,13811018,2023,20,92,23,21.74%
381018,13811018,2024,20,143,23,13.99%
381018,13811018,2025,30,203,31,14.78%
381019,13811019,2021,10,103,17,9.71%
381019,13811019,2022,10,117,14,8.55%
381019,13811019,2023,20,121,25,16.53%
381019,13811019,2024,20,144,23,13.89%
381019,13811019,2025,30,263,31,11.41%
381020,13811020,2021,10,60,13,16.67%
381020,13811020,2022,10,47,15,21.28%
381020,13811020,2023,12,53,17,22.64%
381020,13811020,2024,15,29,18,51.72%
381020,13811020,2025,23,71,26,32.39%
381021,13811021,2021,28,160,31,17.5%
381021,13811021,2022,28,172,35,16.28%
381021,13811021,2023,28,126,30,22.22%
381021,13811021,2024,28,116,32,24.14%
381021,13811021,2025,42,179,43,23.46%
381022,13811022,2021,24,380,25,6.32%
381022,13811022,2022,24,356,26,6.74%
381022,13811022,2023,24,310,24,7.74%
381022,13811022,2024,24,345,26,6.96%
381022,13811022,2025,24,424,24,5.66%
381023,13811023,2021,20,153,21,13.07%
381023,13811023,2022,20,183,23,10.93%
381023,13811023,2023,20,166,21,12.05%
381023,13811023,2024,20,139,21,14.39%
381023,13811023,2025,20,241,20,8.3%
381024,13811024,2021,20,125,21,16%
381024,13811024,2022,20,192,24,10.42%
381024,13811024,2023,20,123,20,16.26%
381024,13811024,2024,20,115,21,17.39%
381024,13811024,2025,30,168,31,17.86%
381025,13811025,2021,24,373,25,6.43%
381025,13811025,2022,24,403,28,5.96%
381025,13811025,2023,24,414,25,5.8%
381025,13811025,2024,24,261,28,9.2%
381025,13811025,2025,24,288,27,8.33%
381026,13811026,2021,20,160,21,12.5%
381026,13811026,2022,20,234,25,8.55%
381026,13811026,2023,20,194,20,10.31%
381026,13811026,2024,20,181,24,11.05%
381026,13811026,2025,30,298,33,10.07%
381027,13811027,2021,60,693,65,8.66%
381027,13811027,2022,60,633,64,9.48%
381027,13811027,2023,70,965,70,7.25%
381027,13811027,2024,70,1016,73,6.89%
381027,13811027,2025,74,1089,79,6.8%
381028,13811028,2021,24,338,27,7.1%
381028,13811028,2022,24,312,25,7.69%
381028,13811028,2023,26,446,29,5.83%
381028,13811028,2024,28,393,32,7.12%
381028,13811028,2025,28,432,28,6.48%
381029,13811029,2021,48,991,48,4.84%
381029,13811029,2022,48,881,51,5.45%
381029,13811029,2023,50,1202,50,4.16%
381029,13811029,2024,52,984,55,5.28%
381029,13811029,2025,54,1066,55,5.07%
381030,13811030,2021,24,300,26,8%
381030,13811030,2022,24,208,28,11.54%
381030,13811030,2023,24,197,25,12.18%
381030,13811030,2024,26,212,30,12.26%
381030,13811030,2025,39,259,41,15.06%
381031,13811031,2021,22,218,24,10.09%
381031,13811031,2022,22,198,25,11.11%
381031,13811031,2023,20,188,20,10.64%
381031,13811031,2024,22,177,26,12.43%
381031,13811031,2025,33,278,36,11.87%
381032,13811032,2021,28,457,29,6.13%
381032,13811032,2022,28,357,30,7.84%
381032,13811032,2023,30,562,32,5.34%
381032,13811032,2024,30,540,31,5.56%
381032,13811032,2025,30,492,31,6.1%
381033,13811033,2021,20,194,21,10.31%
381033,13811033,2022,20,149,23,13.42%
381033,13811033,2023,20,204,24,9.8%
381033,13811033,2024,20,144,22,13.89%
381033,13811033,2025,30,225,30,13.33%
381034,13811034,2021,44,402,50,10.95%
381034,13811034,2022,44,339,50,12.98%
381034,13811034,2023,44,375,44,11.73%
381034,13811034,2024,44,383,48,11.49%
381034,13811034,2025,66,533,68,12.38%
381035,13811035,2021,50,1099,55,4.55%
381035,13811035,2022,50,918,55,5.45%
381035,13811035,2023,60,926,60,6.48%
381035,13811035,2024,60,1097,61,5.47%
381035,13811035,2025,60,1001,63,5.99%
381036,13811036,2021,50,791,55,6.32%
381036,13811036,2022,50,654,56,7.65%
381036,13811036,2023,50,754,51,6.63%
381036,13811036,2024,50,954,53,5.24%
381036,13811036,2025,50,1043,55,4.79%
381037,13811037,2021,30,543,31,5.52%
381037,13811037,2022,30,510,32,5.88%
381037,13811037,2023,30,660,30,4.55%
381037,13811037,2024,30,626,33,4.79%
381037,13811037,2025,30,674,32,4.45%
381038,13811038,2021,16,143,18,11.19%
381038,13811038,2022,16,115,19,13.91%
381038,13811038,2023,16,149,18,10.74%
381038,13811038,2024,16,134,17,11.94%
381038,13811038,2025,24,111,25,21.62%
381039,13811039,2021,24,222,32,10.81%
381039,13811039,2022,24,238,27,10.08%
381039,13811039,2023,26,208,26,12.5%
381039,13811039,2024,26,197,27,13.2%
381039,13811039,2025,39,253,40,15.42%
381040,13811040,2021,48,478,48,10.04%
381040,13811040,2022,48,412,52,11.65%
381040,13811040,2023,50,382,50,13.09%
381040,13811040,2024,50,418,55,11.96%
381040,13811040,2025,75,562,76,13.35%
381041,13811041,2021,24,211,26,11.37%
381041,13811041,2022,24,198,28,12.12%
381041,13811041,2023,24,218,25,11.01%
381041,13811041,2024,24,174,28,13.79%
381041,13811041,2025,30,199,32,15.08%
381042,13811042,2021,20,156,21,12.82%
381042,13811042,2022,20,131,24,15.27%
381042,13811042,2023,20,167,23,11.98%
381042,13811042,2024,20,153,22,13.07%
381042,13811042,2025,30,236,30,12.71%
381043,13811043,2021,50,343,52,14.58%
381043,13811043,2022,50,268,55,18.66%
381043,13811043,2023,40,311,45,12.86%
381043,13811043,2024,40,267,45,14.98%
381043,13811043,2025,60,339,61,17.7%
381068,13811068,2025,10,141,11,7.09%
381046,13812046,2023,35,310,37,11.29%
381046,13812046,2024,35,588,38,5.95%
381046,13812046,2025,40,903,41,4.43%
381049,13812049,2023,15,128,15,11.72%
381049,13812049,2024,21,209,21,10.05%
381049,13812049,2025,30,295,31,10.17%
381050,13812050,2023,16,80,18,20%
381050,13812050,2024,22,235,26,9.36%
381050,13812050,2025,33,290,33,11.38%
381051,13812051,2023,30,546,34,5.49%
381051,13812051,2024,30,762,32,3.94%
381051,13812051,2025,30,976,30,3.07%
381054,13812054,2023,24,89,24,26.97%
381054,13812054,2024,28,257,28,10.89%
381054,13812054,2025,42,393,42,10.69%
381055,13812055,2023,15,11,8,136.36%
381055,13812055,2024,14,87,14,16.09%
381055,13812055,2025,21,106,22,19.81%
381056,13812056,2023,30,116,32,25.86%
381056,13812056,2024,32,268,35,11.94%
381056,13812056,2025,48,371,49,12.94%
381061,13812061,2023,8,21,11,38.1%
381061,13812061,2024,10,51,12,19.61%
381061,13812061,2025,12,64,14,18.75%
381062,13812062,2023,20,283,22,7.07%
381062,13812062,2024,20,349,24,5.73%
381062,13812062,2025,24,536,24,4.48%
381063,13812063,2023,40,429,41,9.32%
381063,13812063,2024,40,595,41,6.72%
381063,13812063,2025,40,873,40,4.58%
381064,13812064,2024,30,262,32,11.45%
381064,13812064,2025,45,312,48,14.42%
381065,13812065,2025,21,108,22,19.44%
381066,13812066,2025,18,67,19,26.87%
381067,13812067,2025,24,170,26,14.12%
381045,13813045,2023,15,22,15,68.18%
381045,13813045,2024,15,34,15,44.12%
381045,13813045,2025,23,98,25,23.47%
381047,13813047,2023,34,114,37,29.82%
381047,13813047,2024,34,227,35,14.98%
381047,13813047,2025,45,268,46,16.79%
381059,13813059,2023,34,255,37,13.33%
381059,13813059,2024,30,305,32,9.84%
381059,13813059,2025,45,470,48,9.57%
384001,13841001,2021,54,198,60,27.27%
384001,13841001,2022,57,167,57,34.13%
384001,13841001,2023,76,142,76,53.52%
384001,13841001,2024,80,115,66,69.57%
384001,13841001,2025,80,104,69,76.92%
384002,13841002,2021,54,320,60,16.88%
384002,13841002,2022,54,250,54,21.6%
384002,13841002,2023,72,240,72,30%
384002,13841002,2024,80,166,80,48.19%
384002,13841002,2025,80,152,80,52.63%
384003,13841003,2021,54,201,60,26.87%
384003,13841003,2022,45,117,45,38.46%
384003,13841003,2023,60,128,60,46.88%
384003,13841003,2024,80,73,41,109.59%
384003,13841003,2025,80,112,56,71.43%
384004,13841004,2021,54,125,60,43.2%
384004,13841004,2022,45,106,45,42.45%
384004,13841004,2023,53,79,53,67.09%
384004,13841004,2024,80,59,37,135.59%
384004,13841004,2025,80,66,46,121.21%
384005,13841005,2021,60,267,60,22.47%
384005,13841005,2022,80,305,80,26.23%
384005,13841005,2023,92,266,92,34.59%
384005,13841005,2024,100,211,100,47.39%
384005,13841005,2025,100,248,100,40.32%
384006,13841006,2021,60,411,60,14.6%
384006,13841006,2022,70,397,70,17.63%
384006,13841006,2023,80,421,80,19%
384006,13841006,2024,100,320,100,31.25%
384006,13841006,2025,100,291,100,34.36%
384007,13841007,2021,36,113,36,31.86%
384007,13841007,2022,40,105,40,38.1%
384007,13841007,2023,49,105,49,46.67%
